Name,Position,Price,Quality,Service,Space,ZAvg_Score
Nem Nướng Nha Trang Mẹ Chip - Xuân La,8.0,7.0,7.0,9.0,9.0,8.0
Veggie Castle - Vegan Buffet Chay - Yên Ninh,8.4,9.0,8.8,8.6,8.9,8.7
Diamante - Tea & Coffee,8.0,7.5,8.5,8.5,8.0,8.1
Bún Chả Vân Thường - Chợ Hà Đông,6.5,7.0,7.0,7.0,6.0,6.7
Xủy Xủy - Ăn Vặt Online,5.5,5.5,5.5,5.5,5.5,5.5
Bánh Mì Tuhu Bread - Yên Hòa,2.0,1.0,1.0,5.0,5.0,2.8
Bún Bò Trộn Nam Bộ - Lò Đúc,7.0,7.0,7.0,6.0,6.0,6.6
90's Home Coffee - Tây Sơn,7.2,8.0,7.5,7.7,8.6,7.8
Trinh Xôi Xéo - Thanh Xuân Bắc,4.0,5.7,7.0,6.0,3.7,5.3
Bảo Phương - Bánh Trung Thu,6.2,6.4,6.3,5.5,5.6,6.0
Okbingsul - Nguyễn Phong Sắc,7.3,6.2,7.2,6.9,7.5,7.0
Angel In US Coffee - Lotte Center,8.3,6.5,7.4,7.2,8.2,7.5
Xôi Bà Sử Chính Hiệu,7.8,8.0,8.4,7.1,6.6,7.6
Phở Tư Lùn - Hai Bà Trưng,6.8,5.5,7.1,5.9,5.5,6.2
O Hiền - Bún Bò Huế & Lẩu Đuôi Bò - Trung Kính,6.0,5.7,5.3,5.4,6.0,5.7
Trà Sữa Tocotoco - Trần Duy Hưng,6.0,5.8,5.1,4.7,5.4,5.4
Bún Chả Sơn Xuyến - Quang Trung,8.0,8.0,8.4,8.0,6.8,7.8
Skyline Coffee - AEON Mall Long Biên,7.8,7.0,7.5,7.3,7.8,7.5
Skyline Coffee - Vincom Nguyễn Chí Thanh,8.0,5.5,6.0,7.5,8.5,7.1
Skyline Coffee - Times City,7.0,6.5,7.0,8.0,8.5,7.4
Gà Rán KFC - Tây Sơn,7.4,6.9,6.7,6.8,7.0,7.0
Hà Thủy - Đồ Hàn & Ăn Vặt,5.8,4.5,4.3,5.5,6.1,5.2
"Ngan Quê - Bún, Miến & Ngan Chặt",8.0,8.0,8.0,8.0,8.0,8.0
Min Yanna - Bánh Bông Lan Trứng Muối Online,5.5,6.2,5.4,6.2,4.6,5.6
Thủy Béo - Bún & Cháo Lòng,7.0,7.0,6.0,6.0,6.0,6.4
Bánh Mì Chả Cá Bé Út - Đê La Thành,8.5,9.0,7.0,9.0,7.5,8.2
BoomBami - Bánh Mì Chả Cá,9.1,9.4,9.3,9.5,8.9,9.2
Tiệm Nhà Chanh - Shop Online,6.0,7.0,7.0,7.0,7.0,6.8
Tiger Sugar Delivery - Đường Nâu Sữa Đài Loan - Nguyễn Trãi,7.1,7.3,6.3,6.4,6.3,6.7
Đệ Nhất Quán - Lẩu Ếch,6.1,6.7,5.9,5.7,5.4,6.0
ZOZO Beer Club - Đường Láng,7.0,4.0,3.0,3.0,3.0,4.0
Royaltea - Bùi Xương Trạch,8.0,6.9,7.3,8.0,7.3,7.5
Long Vi Dung - Nộm Thịt Bò Khô - Hàng Giầy,7.6,6.8,8.0,7.3,6.9,7.3
Hutong - Hot Pot Paradise - Royal City,8.4,8.0,8.4,7.9,8.6,8.3
Sumo Chicken - Cơm Gà & Cơm Văn Phòng - Shop Online,9.4,9.4,9.4,9.4,9.4,9.4
Quán Nhà Sóc - Cơm Gà Hội An - Shop Online,9.4,9.5,9.5,9.5,9.4,9.5
Bếp Thái Sawadee - Lẩu Thái & Món Đường Phố,7.7,7.4,6.7,7.1,6.8,7.1
Khao Lao - Aeon Mall Hà Đông,7.5,6.5,8.0,6.5,8.0,7.3
Xôi Chả Mực Kim Thuỷ - Đặc Sản Hạ Long,9.6,9.5,9.6,9.5,9.5,9.5
Le Petit - Bít Tết,7.9,7.9,7.6,7.8,7.5,7.7
Tiệm Bánh Mì 35K,5.0,1.0,1.0,1.0,5.0,2.6
Cháo Lòng & Miến Lươn - Đê La Thành,8.0,8.0,8.0,8.0,9.0,8.2
Tuyết Nhung - Cơm Gà Phú Yên - Chợ Gạo,9.5,9.4,9.5,9.4,9.5,9.5
Nam Hải - Phở Bò & Cơm Rang,7.0,7.0,6.0,6.0,5.0,6.2
Trang Anh - Bún Các Loại,6.5,7.0,8.5,8.0,5.0,7.0
Mắm Quán - Chân Gà Chiên Mắm & Lẩu Sạch,8.9,9.0,9.2,9.1,8.9,9.0
The Alley - Trà Sữa Đài Loan - 48 Trần Phú,8.3,5.5,7.5,7.5,8.0,7.4
"AloCafe - Sinh Tố, Nước Ép, Đá Xay, Trà & Mojito",9.2,9.5,9.5,9.2,9.1,9.3
Tuyết - Lẩu & Nướng,7.0,8.0,8.0,7.0,7.0,7.4
Mầu Thảo - Bông Lan Trứng Muối & Ăn Vặt Online,4.8,5.4,5.2,5.2,4.4,5.0
Chè Khúc Bạch - Hàng Giấy,7.1,7.4,7.6,7.1,6.3,7.1
Buffet Sen - Lý Thái Tổ,8.1,6.8,7.6,7.6,7.6,7.5
Cơm Gà Xối Mắm - Kim Giang,7.6,8.1,8.3,8.1,7.6,8.0
Bánh Mì Cô Liên,8.3,8.2,7.8,7.9,6.5,7.7
Osen Sushi - Đường Nước Phần Lan - Shop Online,9.0,9.0,9.0,9.0,1.0,7.4
Phở Gà Trộn Khánh Béo,7.5,7.6,7.3,7.2,6.7,7.3
Jollibee - AEON Mall Long Biên,7.2,7.3,7.2,6.9,6.8,7.1
Thúy An - Xoài Cóc Bao Tử & Đồ Ăn Vặt Online - Khương Trung,8.4,8.5,9.1,9.1,8.1,8.6
Hưng Ốc,6.5,6.2,6.3,6.4,5.9,6.3
Ding Tea - Trần Duy Hưng,7.8,6.3,7.3,7.2,7.4,7.2
Cháo Lòng & Bún Đậu - Thuốc Bắc,6.9,6.5,7.1,7.0,6.5,6.8
Hương - Bò Nầm Nướng,7.8,8.0,8.2,7.4,7.6,7.8
Cau Go Vietnamese Cuisine,8.2,5.2,7.0,6.9,8.2,7.1
Pizza Chảo - Văn Quán,7.3,7.6,6.9,7.3,7.2,7.3
Hợp Lý 2 - Cháo Lòng & Lòng Nướng,5.0,7.0,5.0,5.0,6.0,5.6
Phở Phoóng,5.8,5.5,5.0,4.8,4.8,5.2
Tín Lợi - Lẩu Các Loại,8.0,7.0,8.0,7.0,9.0,7.8
Lẩu Riêu Cua Bà Tám - Ship Hàng Tận Nhà,8.0,9.0,9.0,8.0,7.0,8.2
Mì Gà Tần 24 - Hàng Bồ,6.5,6.7,7.2,6.4,5.6,6.5
Lion Star - Coffee & Food - TràngThi,7.1,6.3,6.3,7.3,7.3,6.8
Grand Castella - Bánh Bông Lan Đài Loan - Bánh Sinh Nhật - Hồng Hà,7.4,6.5,6.9,7.0,7.2,7.0
EMM'S French Bistro - Trần Huy Liệu,8.2,6.8,7.7,7.9,8.0,7.7
Bánh Mì Bác An - Quán Thánh,8.3,8.4,8.4,8.0,6.7,7.9
Cơm Add 44 - Nguyễn Lương Bằng,6.0,4.0,6.0,9.0,5.0,6.0
Silver Spoon - Cơm Văn Phòng Cao Cấp,7.0,8.0,8.0,8.0,9.0,8.0
Bún Riêu Nam Bộ - Phạm Ngọc Thạch,8.0,8.0,7.0,8.0,7.0,7.6
Hanoi Rock City,6.3,6.7,6.8,6.7,7.7,6.8
Chim Ốc 22 - Đặng Văn Ngữ,5.8,5.3,4.8,5.0,5.2,5.2
The Gang Coffee - Đặng Văn Ngữ,8.0,7.8,8.3,8.0,8.8,8.2
Tiệm Trà Chanh Tarot - Đặng Văn Ngữ,7.6,7.7,6.9,5.9,6.7,6.9
Quán 38 - Lẩu & Nướng,8.0,7.0,2.0,4.0,7.0,5.6
Chè Ngon Hiện Đại - Shop Online,10.0,10.0,10.0,10.0,10.0,10.0
Vịt Quay Lạng Sơn - Tô Hiệu,7.0,8.0,8.0,7.0,7.0,7.4
Highlands Coffee - Kiosk Hồ Tây,3.4,3.8,3.4,3.2,3.2,3.4
ZôZô - Thế Giới Ăn Vặt,5.5,5.3,4.3,4.9,5.7,5.1
Bánh Xèo Nguyễn Công Trứ,6.5,7.2,6.7,6.4,5.5,6.4
Cat Cafe,6.6,5.4,6.6,7.0,6.8,6.5
Nướng Ngói - Quảng An,5.0,9.0,9.0,7.0,6.0,7.2
Quán Khách Cafe,7.6,6.4,6.6,6.0,6.4,6.6
Goodfellas - Pizza Pasta Wine,7.0,8.3,9.7,8.7,9.3,8.6
Voila Café,10.0,10.0,10.0,10.0,10.0,10.0
Bún Phở Bò Gà - Vũ Ngọc Phan,7.4,7.9,7.9,7.2,6.8,7.4
Cô Gấm - Nước Mía Trân Châu Hàng Vải,7.3,7.4,7.4,7.3,6.6,7.2
Cafe 42s - Trà Đào & Ăn Vặt,7.3,7.8,6.8,6.6,6.1,6.9
Thành Trung - Mì Vằn Thắn & Mì Sủi Cảo Tôm Tươi,7.4,7.2,7.9,6.6,6.4,7.1
Trà Sữa Mixue - Nguyễn Trãi,8.2,8.2,7.4,7.8,5.4,7.4
Nhà Hàng Nhân Duyên - Hoàng Ngân,6.0,6.7,9.0,8.3,7.0,7.4
Kem Bơ Xuka - Trần Hưng Đạo,7.0,7.0,7.0,7.0,7.0,7.0
Jollibee - Co.opMart Hà Đông,6.7,6.6,6.6,6.6,6.6,6.6
Ngan Gà Luộc,7.0,7.0,8.0,7.0,6.5,7.1
Gà Tần & Bánh Cuốn Nóng - Nguyễn Khánh Toàn,8.3,8.8,8.3,8.0,6.0,7.9
Cô Thiện - Miến Lươn Gia Truyền,7.7,7.0,7.0,7.7,6.0,7.1
Crepes Box - Fastfood & Drinks - Cầu Giấy,6.4,7.2,7.5,6.8,6.1,6.8
Miến Lươn Phủ Doãn,7.6,7.8,8.0,7.6,6.6,7.5
Trà Sữa Tocotoco - Tân Mai,7.4,7.1,6.5,6.4,6.6,6.8
"XINYI - Cơm Vịt Quay, Gà Nướng & Chè Kem Đài Loan - Huỳnh Thúc Kháng",7.9,7.6,7.3,7.6,7.5,7.6
Bamitô Bread,7.9,7.5,8.2,7.8,6.4,7.6
Gà Rán KFC - Vincom Bắc Từ Liêm,7.6,5.6,5.8,6.2,5.4,6.1
Bread Factory - Xưởng Bánh Mì Tươi,7.5,7.5,10.0,9.5,8.5,8.6
Cơm Gà & Cơm Sườn - Shop Online,8.0,10.0,10.0,10.0,7.0,9.0
"Passion Juice - Kem Bơ, Sinh Tố & Nước Ép Online",6.5,8.0,8.0,8.5,6.5,7.5
Bún Riêu Cá Trường Sa - Ao Sen,7.3,7.9,7.1,7.6,7.1,7.4
Rau Má Tươi Healthy - Xã Đàn,10.0,10.0,10.0,10.0,10.0,10.0
Gà Rán Popeyes - Sân Bài Nội Bài,7.7,5.3,6.7,4.8,7.0,6.3
BBQ Cơm Sườn Phố Cổ - Trần Đại Nghĩa,5.9,4.7,5.5,3.7,4.3,4.8
Phở Cồ - Nguyễn Tuân,7.1,7.3,7.4,7.3,6.9,7.2
Sữa Chua Trân Châu Hạ Long - Ngõ 98 Vũ Trọng Phụng,9.2,9.3,9.3,9.2,9.2,9.2
"Papa Chicken - Gà Rán, Cơm Gà & Cơm Văn Phòng - Trần Thái Tông",10.0,10.0,10.0,10.0,10.0,10.0
Hắt 2 Ô - Nem Nướng Nha Trang - Xuân Thủy,6.8,6.9,6.6,6.3,6.2,6.6
Cơm Tấm Sườn Nướng - Lò Đúc,6.7,5.8,5.7,6.0,6.0,6.0
Hoa Béo - Nem Nướng Ninh Hòa - Nguyễn Trãi,8.0,8.0,8.0,8.0,8.0,8.0
Lẩu Shinju - Lẩu & Nướng Không Khói - Coming Soon,7.0,7.0,7.0,7.0,7.0,7.0
La Bodega Pizza Garden,7.1,8.5,7.9,7.8,9.2,8.1
Bún Đậu Hà Béo,8.5,9.0,9.5,5.0,6.5,7.7
Crepes & Books,7.0,9.5,10.0,9.0,8.0,8.7
Kem Ý Pozeti,8.3,9.3,9.5,9.8,9.3,9.2
Cơ Đốc Quán - Crêpes World,6.0,8.0,8.0,8.0,5.0,7.0
Crepes Box - Fastfood & Drinks - Nguyễn Đình Chiểu,8.0,8.4,8.4,8.1,7.4,8.1
Dovado Pizza - Sông Đà Mỹ Đình,7.3,6.9,8.4,7.7,7.7,7.6
Cơm Tấm Anh Ba - Tạ Quang Bửu,6.3,6.5,6.5,6.6,5.9,6.3
Bánh Gạo Cay & Kimbap - Xuân Thủy,6.8,7.7,7.1,7.0,6.0,6.9
Lan Béo - Ốc Hải Phòng,7.3,6.5,7.3,6.9,6.4,6.9
Lẩu Tuyết - Lẩu Thái Tomyum & Đồ Nướng Tự Chọn - Trần Phú,9.5,9.4,9.6,9.6,9.5,9.5
Min Ngan - Bún Ngan & Miến Trộn,6.3,6.3,5.5,6.0,5.1,5.8
Cowboy Jack's Saloon American Dining - Hoàng Đạo Thúy,8.4,7.3,8.2,8.0,8.5,8.1
Chè Xuka - Chợ Cầu Giấy,6.0,8.0,7.5,7.0,5.5,6.8
Kem Ốc Quế - Cầu Gỗ,9.0,8.0,7.7,7.7,7.3,7.9
Talata Seafood,8.8,7.8,8.8,10.0,9.0,8.9
Biwon - Keangnam Landmark,6.8,6.0,8.3,8.0,7.5,7.3
Xanh Lá - Bánh Mì Và Xôi - Nhuệ Giang,9.1,9.0,9.1,8.5,8.5,8.8
Phở 10 Hà Nội Xưa - Cổ Nhuế,6.8,7.6,7.5,7.9,7.6,7.5
Dê Phừng - Đặc Sản Dê,6.6,7.2,8.0,7.0,7.8,7.3
Hachi Ju Hachi Shouten - Lẩu Nướng Nhật Bản,8.5,7.4,8.7,8.5,8.7,8.4
La Cherie Restaurant & Cafe,7.9,8.0,8.3,7.8,8.4,8.1
Bánh Cuốn Bà Hanh,7.8,7.5,7.8,7.9,7.8,7.7
Quán Cô Chanh - Bún Ốc Cổ Hà Nội & Các Món Ăn Vặt Truyền Thống,10.0,9.5,9.5,10.0,10.0,9.8
Lẩu Ba Lý - Hong Kong Cuisine - AEON Mall Long Biên,6.2,4.9,5.6,5.3,6.0,5.6
A Đào Chiêm Bao - Ẩm Thực Trung Hoa,7.0,7.0,7.0,7.0,7.0,7.0
K+Buffet,7.5,7.5,6.8,7.3,7.3,7.3
Beard Papa's - Nguyễn Lương Bằng,7.6,6.6,8.6,8.2,6.9,7.6
Cá Sông Vườn Quán,9.3,7.7,9.3,8.7,10.0,9.0
Mì Cay Seoul - Nguyễn Xiển,7.3,6.6,6.6,6.8,6.8,6.8
Bánh Mì B+ - Trương Định,8.0,7.7,7.6,7.9,7.5,7.7
Isushi Triệu Việt Vương - Nhà Hàng Buffet Nhật Bản,8.4,8.1,8.5,8.4,8.5,8.4
BiBi - Bông Lan Trứng Muối Online,7.7,7.3,7.0,5.0,6.3,6.7
Phở Bò Đường Tàu,6.7,6.0,6.6,6.2,5.9,6.3
Food Center - Kim Mã,7.4,7.4,7.4,7.1,6.8,7.2
Trà Sữa 99 Tea - Giải Phóng,7.7,7.4,7.6,7.8,7.5,7.6
Bánh Ngọt Vinh Tẩm - Xã Đàn,7.8,7.3,7.8,7.8,7.3,7.6
Lẩu Nấm Gia Khánh - Nguyễn Văn Lộc,6.6,4.9,5.6,5.6,6.0,5.7
Sữa Chua Trân Châu Hạ Long - Trần Huy Liệu,9.2,9.2,9.1,8.9,8.8,9.0
Artisée Cafe Deli - Lotte Center,7.7,6.4,8.1,7.7,7.8,7.5
Le Monde Steak - Phan Chu Trinh,8.0,8.0,7.6,7.9,8.2,7.9
Lẩu Bò Trung Hoa - Thái Hà,6.5,5.5,6.1,6.9,6.3,6.3
Ốc Tôn Thất Thiệp,6.9,6.2,6.7,5.7,5.7,6.2
Contigo Pâtisserie,8.0,8.0,8.3,8.3,8.0,8.1
Tam Sinh Tam Trà - Hàng Mắm,7.5,6.8,6.6,7.5,7.9,7.3
Hokkaido Baked Cheese Tart,7.3,6.0,7.8,7.3,6.9,7.0
Gà Rán KFC - Bà Triệu,7.5,7.0,7.1,7.0,7.4,7.2
Panorama Restaurant & Skybar - Authentic Hotel,8.5,7.9,7.8,8.1,8.6,8.2
Pizza Sunflower - 100% Pizza Tươi,6.8,7.8,6.4,8.2,6.8,7.2
Pizza Ông Tây - Núi Trúc,5.9,5.6,3.9,4.7,5.1,5.0
"Bụi Quán - Cơm Bình Dân, Hải Sản & Lẩu Sài Gòn",10.0,9.0,9.0,9.0,10.0,9.4
Cup Of Tea Cafe & Bistro - Nguyễn Khang,7.6,7.0,7.8,7.9,8.6,7.8
Queen - Bánh Mì Hội An - Tây Sơn,6.7,6.5,5.7,5.5,5.8,6.0
Quán Ốc Cay SVLC - Trần Huy Liệu,7.4,5.8,6.5,6.7,6.8,6.6
Matsunoki Japanese Restaurant,8.0,7.0,8.0,10.0,9.0,8.4
Chè Sầu Liên - Lạc Trung,10.0,8.0,10.0,10.0,7.0,9.0
ACE Pizza - Nguyễn Sơn,6.0,5.6,5.2,5.4,6.2,5.7
Pizza Hut - Linh Đàm,7.3,6.3,6.5,6.7,6.8,6.7
Buffet Poseidon - Seafood BBQ & Hotpot Buffet - Artemis Tower,9.0,9.3,9.6,9.4,9.2,9.3
Phở Dung - Ngõ Hàng Chỉ,7.2,7.9,8.2,7.6,6.7,7.5
Ốc 29 - Yên Lãng,3.0,3.0,5.5,5.5,5.5,4.5
Highlands Coffee - Fivimart Nam Đô,7.2,6.3,7.8,7.3,7.5,7.2
Tonchan Ramen - Ẩm Thực Nhật - Phan Kế Bính,5.9,5.9,6.3,6.1,6.2,6.1
Tuấn Lý - Cơm Tấm Sườn Online,6.8,6.2,5.6,6.2,5.9,6.2
Food Center Lake View - Hotel Hanoi,8.0,6.8,8.2,7.5,8.0,7.7
Cơm Vị Hà - Nguyễn Trường Tộ,10.0,10.0,10.0,10.0,10.0,10.0
Hằng Béo - Ngan & Vịt,9.0,7.0,7.0,7.0,6.0,7.2
Vela - Cafe & Cơm Văn Phòng,7.0,6.0,5.8,4.5,6.5,6.0
Nướng 26 - Nguyễn Phong Sắc,6.4,6.5,6.8,7.1,5.8,6.5
Loving Hut - Cơm Chay - Tạ Quang Bửu,6.0,6.9,7.1,5.3,5.9,6.2
Cousins - Ẩm Thực Châu Âu,7.3,7.3,8.0,8.3,8.0,7.8
Chè Ngon Hà Đông - Quán Ăn Vặt,7.1,7.4,7.7,7.8,6.8,7.4
Tịnh Tâm Quán - Cơm Chay,7.5,7.5,8.3,8.5,7.5,7.9
Cơm Tấm Sài Gòn & Sườn Nướng Mật Ong,6.2,6.1,6.5,6.1,6.2,6.2
Bữa Ăn Vui Vẻ - Restaurant and Café,9.0,8.0,7.0,8.0,9.0,8.2
Kitaguni - Quán Cơm Nhật Bản,8.0,8.0,8.6,9.2,6.8,8.1
Phở Cuốn Hưng Bền - Nguyễn Khắc Hiếu,7.0,7.0,7.7,6.9,6.4,7.0
Phương Thảo - Quán Ăn Ngon,8.0,8.0,6.0,7.0,6.0,7.0
Tú Xèo - Chim Cút Quay Móc Mật,7.5,5.5,5.5,6.0,6.0,6.1
Trà Sữa Feeling Tea - Trần Đại Nghĩa,7.3,7.3,7.0,6.9,6.5,7.0
Kiều Hoa Quán - Trà Sữa & Các Món Ăn Trung Hoa,9.0,10.0,10.0,10.0,10.0,9.8
Hải Hà Kotobuki Bakery - Trương Định,7.4,7.5,7.5,7.0,7.0,7.3
Trà Sữa House Of Cha - Golden Silk,8.2,7.6,8.0,7.7,7.4,7.8
IGongCha - Tây Nam Linh Đàm,6.0,4.0,6.0,6.0,5.3,5.5
Trà Sữa Tocotoco - Cửa Bắc,7.0,6.5,7.1,6.9,6.0,6.7
Xe Đẩy Highland - Handico,7.0,7.0,8.0,8.0,7.0,7.4
WowPopcorn - Bỏng Ngô Mỹ,7.4,6.7,8.3,7.9,7.5,7.6
Bỏng Các Loại - Hàng Chiếu,8.0,7.0,7.0,6.7,5.7,6.9
Kafa Cafe - Lĩnh Nam,1.0,1.0,1.0,1.0,1.0,1.0
Fang - Hongkong Street Hotpot,6.7,6.5,6.5,6.2,7.0,6.6
Sữa Chua Trân Châu Hạ Long - Văn Quán,8.3,8.7,8.7,8.3,8.7,8.5
Ốc Vi Sài Gòn - Gia Ngư,7.5,6.1,7.8,7.0,6.8,7.0
Hương Trà - Bánh Trung Thu Cổ Truyền,8.0,8.0,8.0,6.5,7.5,7.6
Lòng Chần Cháo - Đào Duy Từ,7.4,6.8,7.9,6.6,6.2,6.9
Caramen Bố Bu - Shop Online,7.8,7.8,7.5,7.8,7.8,7.7
Nam Dương Tửu - Trần Khát Trân,7.0,5.0,8.0,5.5,7.0,6.5
Trà Sữa Tocotoco - Ngọc Hồi,7.0,5.7,5.7,6.6,6.4,6.3
Gà Rán KFC - Mỹ Đình,6.5,5.6,5.1,5.0,5.8,5.6
Cùi Dìa Cafe,8.8,7.0,7.8,8.5,9.0,8.2
Jinro BBQ - Huỳnh Thúc Kháng,8.0,6.1,6.7,7.3,7.4,7.1
Hàu Quán,6.5,6.5,6.5,7.0,7.5,6.8
GoGi House - Nướng Hàn Quốc - Ngụy Như Kon Tum,7.2,6.7,7.2,6.3,7.1,6.9
YouOne Hotdog - Xúc Xích Hàn Quốc - Trần Đại Nghĩa,7.5,7.5,9.0,8.5,6.0,7.7
Nem Vuông Phố Cổ - Nem Cua Bể,6.9,7.1,7.4,6.9,6.6,7.0
Bún Cá Thanh Trà - Hàm Long,7.7,8.1,7.9,7.9,7.8,7.9
The Nest - Board Game Cafe,7.9,7.9,7.9,9.0,7.8,8.1
Bún & Miến Ngan - Sài Đồng,8.0,7.0,8.0,6.0,6.0,7.0
Hương Liên - Bún Chả & Nem Cua Bể - Bún Chả Obama,6.8,5.9,6.7,6.0,5.9,6.3
Gà 36 - Nguyễn Tuân,6.7,6.7,6.8,5.1,6.7,6.4
"Hiền Hảo - Quán Chè Trân Châu To, Bánh Gối & Nem Chua",7.7,7.9,8.2,7.7,6.8,7.6
Hotto - Món Ngon Trên Đĩa Nóng - Times City,7.1,6.1,6.4,6.4,6.4,6.4
Bún Chả Đắc Kim - Đường Thành,7.4,6.0,7.0,6.8,6.1,6.7
Chicken Society - Cơm Gà Hải Nam,8.0,9.0,9.7,9.3,9.7,9.1
Quán Quen - Chuyên Đồ Trộn,7.2,7.6,7.5,7.4,6.9,7.3
Huyền Linh - Kem & Trà Sữa - Cổ Nhuế,5.0,3.0,3.0,5.0,5.0,4.2
Into Cafe,7.6,6.8,6.8,6.5,7.0,6.9
Goky Premium - Trần Cung,7.3,7.0,7.0,6.7,6.3,6.9
Komhome - Cơm Niêu Singapore Bản Xứ - Lê Văn Thiêm,6.5,5.2,3.7,5.1,6.1,5.3
Hanoi Taco Bar - Từ Hoa Công Chúa,9.0,8.0,10.0,10.0,9.0,9.2
Đức Trang Bakery,7.5,8.2,7.0,8.0,7.7,7.7
Cháo 37 - Bạch Mai,6.0,5.7,5.7,5.3,5.7,5.7
Madame Hương Dessert - Lý Thường Kiệt,7.7,6.4,6.2,6.4,7.0,6.8
Mỹ Tường Viên - Ẩm Thực Trung Hoa - Hoàng Đạo Thúy,5.6,5.2,4.8,4.7,5.5,5.2
Cafe Đông Dương,8.3,7.5,7.8,8.0,8.0,7.9
6+ Coffee - Phan Đình Phùng,7.0,7.0,7.0,7.0,7.0,7.0
Ngọc Sơn - Bún Chả Hàng Mành & Nem Cua Bể,6.8,6.5,6.7,7.0,6.3,6.7
King Bread - Trung Kính,8.5,4.8,7.3,8.0,5.8,6.9
Cô Chung - Bánh Rán & Chè,3.3,3.7,3.7,3.7,3.0,3.5
Lotteria - Aeon Long Biên,4.7,4.3,4.7,4.0,4.3,4.4
Tiệm Bánh Pigcake - Shop Online,7.0,7.0,5.0,6.0,7.0,6.4
CroissLand by Ngonbakery,8.4,8.0,8.6,8.1,9.1,8.5
Phở Bò Bà Tựu - Hàng Da,8.2,7.9,7.8,7.3,7.4,7.7
Phở Cường - Hàng Muối,7.0,6.3,7.1,6.3,6.3,6.6
Phở Bò - 48 Hàng Đồng,8.8,7.8,9.0,7.5,6.5,7.9
"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Vincom Trần Duy Hưng",6.0,6.0,6.3,5.5,6.3,6.0
Phở Thìn - Mỹ Đình,5.0,3.0,5.0,3.0,5.0,4.2
Bún Riêu & Bún Ốc - Bạch Mai,5.0,10.0,10.0,5.0,5.0,7.0
Canh Cá Rô Đồng,7.8,6.6,7.0,7.2,7.0,7.1
Bún Bò Huế Huy Béo - Trần Khát Chân,7.3,7.1,7.6,7.5,6.2,7.1
Nem Chua Rán Chị Hạnh - Mỹ Đình,1.0,1.0,1.0,1.0,1.0,1.0
Món Ngon Thanh Hoá - Bánh Cuốn Tôm Thịt,6.7,6.8,6.8,6.1,6.1,6.5
Long Vũ - Ẩm Thực Việt,10.0,8.0,8.5,6.0,8.0,8.1
Bánh Mì Nướng Muối Ớt - Ngõ Quan Thổ 1,5.9,6.7,6.6,6.4,5.6,6.2
Pizza Hut - Thái Thịnh,7.2,5.7,6.5,6.2,7.0,6.5
Ăn Vặt Chợ Nguyễn Công Trứ,7.0,7.5,6.5,7.0,6.5,6.9
Mẹ Ong Nghĩa Tân - Chè & Quà Vặt,7.2,7.7,7.1,7.2,6.5,7.1
Bami King - Bánh Mì Bò Nướng - Nguyễn Phong Sắc,7.4,6.4,6.9,7.2,6.3,6.8
Phở Hồng - Phở Gà,7.5,7.4,7.5,7.1,6.4,7.2
Trần Toản - Phở Bò Gia Truyền,7.4,6.6,6.1,6.8,6.4,6.7
Tuyết Béo - Bún Chả,8.0,8.0,9.0,8.0,7.0,8.0
Quán Anh Béo - Ăn Đêm,8.0,5.0,5.0,7.0,5.0,6.0
Mường Khương Quán - Đặc Sản Dân Tộc,8.3,8.0,8.3,8.1,8.6,8.3
Le Jardin French Bistro - Ẩm Thực Pháp,8.5,7.2,8.5,8.0,9.5,8.3
Oppa Tea - Trà Sữa & Ăn Vặt - Ngọa Long,10.0,10.0,10.0,10.0,6.0,9.2
Sii Coffee - Nguyễn Bỉnh Khiêm,8.0,7.0,8.0,8.0,8.0,7.8
Tuyết Béo - Bánh Rán Ô Quan Chưởng,7.5,8.5,7.7,6.9,6.3,7.4
Thủy Vịt - Ngan Vịt Phố Cổ,6.9,7.6,7.4,7.2,6.8,7.2
Trà Chanh Ngã Tư Sở,7.3,7.5,7.5,7.0,6.8,7.2
Chè Bưởi & Thạch Găng - Hoàng Ngọc Phách,7.0,7.9,6.9,7.3,6.3,7.1
Tmore - Tiệm Trà Chanh - Nguyễn Đình Thi,8.0,8.0,8.0,8.0,8.0,8.0
Bún Riêu & Bánh Đa Cua - Đê La Thành,7.0,8.0,6.0,7.0,7.0,7.0
Pizza House,7.1,8.3,7.7,7.8,6.1,7.4
Buffet Poseidon - Seafood BBQ & Hotpot Buffet - Center Point,8.2,8.0,8.2,8.0,8.0,8.1
"An - Phở Gà, Xôi Gà Hà Nội - Quang Trung",8.0,8.0,8.0,8.0,7.0,7.8
Nhà Hàng Dasarang - Ẩm Thực Hàn Quốc,7.3,6.7,8.5,8.3,8.2,7.8
Trang - Lẩu & Nướng - Bà Triệu,7.0,7.0,7.0,7.0,7.0,7.0
Đức Phúc - Cơm Rang & Phở Bò Nam Định,8.0,7.0,9.0,9.0,9.0,8.4
Phở Hảo - Dốc Thọ Lão,10.0,10.0,10.0,10.0,7.0,9.4
Món Ăn Quê,7.6,7.4,8.4,7.0,7.0,7.5
Lẩu Thái Lee Liên - Lê Trọng Tấn,6.7,7.8,7.8,7.7,5.8,7.2
Monkey Juice - Lý Thường Kiệt,7.7,7.0,6.8,6.5,5.8,6.8
Lẩu Salang,5.3,7.8,6.5,6.3,9.3,7.0
